1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1728,0.0,4.0,4,936,3.0,396,574,1.0,1976.0,1728,2,12640,55.0,0.0,0,5,6,1728,1976,1976,150900
1686,762.0,4.0,1,1361,6.0,88,711,2.0,1994.0,2448,3,46589,52.0,528.0,76,7,8,1629,1994,2005,402000
1473,0.0,1.0,4,1324,6.0,113,452,1.0,1968.0,1473,4,25095,65.0,0.0,48,8,5,1437,1968,2003,143000
1187,530.0,3.0,2,902,2.0,254,400,2.0,1990.0,1717,3,13758,44.0,117.0,36,5,7,1156,1990,1991,187500
1166,0.0,2.0,4,655,6.0,201,400,3.0,2005.0,1166,3,9587,59.0,182.0,0,5,7,856,2005,2005,190000
1370,0.0,2.0,2,24,6.0,1346,484,2.0,2006.0,1370,3,6442,44.0,178.0,49,5,8,1370,2006,2006,202500
1724,0.0,3.0,3,528,5.0,1152,480,2.0,1967.0,1724,2,17871,69.0,359.0,0,5,6,1680,1967,1976,197900
970,739.0,3.0,1,0,1.0,970,380,1.0,2004.0,1709,3,2522,24.0,50.0,40,5,7,970,2004,2004,130000
483,0.0,2.0,1,358,5.0,125,264,1.0,1971.0,987,2,1680,21.0,604.0,0,3,6,483,1971,1971,89500
901,901.0,4.0,1,352,2.0,441,216,1.0,1920.0,1802,2,7588,54.0,0.0,0,6,7,793,1920,1950,200100
1170,1175.0,4.0,1,503,3.0,449,360,1.0,1932.0,2345,2,16560,80.0,0.0,0,8,6,952,1932,1950,239000
1068,0.0,3.0,1,663,6.0,396,264,2.0,1963.0,1068,2,8414,70.0,0.0,0,8,6,1059,1963,2003,154500
1617,0.0,2.0,1,165,2.0,598,533,2.0,1993.0,1617,3,8012,50.0,0.0,69,5,6,1604,1993,1994,193000
1244,0.0,3.0,1,777,3.0,467,336,1.0,1957.0,1244,2,11988,90.0,0.0,40,6,6,1244,1957,1957,150000
1180,0.0,2.0,1,0,1.0,700,252,1.0,1922.0,1180,1,11600,80.0,0.0,0,5,4,700,1922,1950,137500
520,623.0,2.0,1,0,1.0,600,480,2.0,2005.0,1223,3,2544,24.0,0.0,166,5,7,600,2005,2005,147400
1686,0.0,3.0,1,625,4.0,0,612,1.0,1980.0,1686,2,10240,79.0,157.0,131,6,6,1686,1980,1980,207500
1646,0.0,3.0,4,1513,6.0,125,800,2.0,2008.0,1646,3,9520,71.0,338.0,44,5,8,1638,2007,2008,293077
1144,0.0,3.0,1,594,4.0,270,264,2.0,1961.0,1144,2,10000,80.0,0.0,0,6,5,864,1961,1983,131400
939,858.0,3.0,3,0,1.0,939,639,2.0,2006.0,1797,3,9245,79.0,0.0,53,5,7,939,2006,2006,213500
1224,0.0,2.0,0,0,0.0,0,462,1.0,1962.0,1224,2,9842,70.0,0.0,0,5,4,0,1962,1962,101800
992,873.0,3.0,1,735,6.0,257,839,2.0,2000.0,1865,3,10316,69.0,0.0,184,5,7,992,2000,2000,235000
1056,0.0,3.0,1,846,3.0,210,308,2.0,1958.0,1056,2,8176,70.0,0.0,0,6,5,1056,1958,1992,139000
1966,1174.0,4.0,1,0,1.0,1926,820,3.0,2009.0,3140,4,13518,104.0,860.0,78,5,9,1926,2008,2009,485000
1212,0.0,3.0,3,506,5.0,0,492,1.0,1978.0,1212,2,8471,88.0,46.0,12,7,6,506,1977,1995,151000
1694,0.0,3.0,3,1369,6.0,317,636,2.0,2004.0,1694,3,10084,75.0,186.0,57,5,8,1686,2004,2005,307000
802,709.0,3.0,3,714,6.0,88,413,3.0,1997.0,1511,2,11207,70.0,0.0,75,5,6,802,1997,1997,185000
1057,0.0,3.0,1,731,6.0,326,246,1.0,1953.0,1057,3,7922,68.0,0.0,52,7,5,1057,1953,2007,109000
1246,1044.0,4.0,1,0,1.0,777,560,1.0,1971.0,2290,2,11340,60.0,0.0,0,6,4,777,1885,1950,122500
1377,806.0,4.0,1,1002,6.0,0,786,1.0,1988.0,2183,3,13837,69.0,178.0,0,5,7,1204,1988,1988,229000
1699,1523.0,5.0,2,1470,6.0,203,594,1.0,1990.0,3222,3,12376,90.0,0.0,0,5,7,1673,1990,1990,320000
909,807.0,2.0,1,0,1.0,880,512,2.0,1996.0,1716,3,8750,70.0,0.0,120,5,7,880,1996,1996,191000
1342,0.0,3.0,1,251,3.0,491,457,1.0,1967.0,1342,2,9790,69.0,0.0,0,5,6,1372,1967,1967,161500
1504,0.0,2.0,1,16,6.0,1330,437,3.0,2005.0,1504,3,3182,43.0,14.0,20,5,7,1346,2005,2006,191000
1053,0.0,3.0,1,0,1.0,1053,648,2.0,2003.0,1992,3,9375,75.0,768.0,45,5,8,1053,2003,2004,250000
624,628.0,2.0,1,510,4.0,90,462,2.0,1999.0,1252,3,2160,24.0,212.0,48,5,7,600,1999,2000,160000
999,0.0,3.0,1,588,5.0,411,264,1.0,1963.0,999,3,7758,69.0,0.0,132,7,5,999,1962,2001,132500
741,622.0,3.0,1,0,4.0,622,528,1.0,1966.0,1363,2,7740,60.0,0.0,0,7,4,622,1910,1950,125500
1165,0.0,3.0,4,312,3.0,276,490,2.0,1966.0,1165,2,9020,82.0,183.0,129,7,6,1127,1966,1966,174900
1668,0.0,3.0,3,1059,6.0,567,702,2.0,2002.0,1668,3,11248,90.0,215.0,45,5,9,1626,2002,2002,285000
1158,1218.0,4.0,3,0,1.0,1158,853,2.0,2005.0,2376,3,14215,101.0,380.0,154,5,8,1158,2005,2006,325300
889,551.0,3.0,1,0,1.0,540,352,1.0,1940.0,1440,2,5000,63.0,0.0,0,4,5,540,1900,1950,79000
794,676.0,3.0,3,182,6.0,612,388,3.0,1997.0,1470,2,13869,69.0,0.0,75,6,6,794,1997,1997,177000
1541,0.0,3.0,2,1201,4.0,340,532,2.0,2005.0,1541,3,12182,95.0,226.0,70,5,7,1541,2005,2005,220000
1440,0.0,4.0,1,133,5.0,1307,0,0.0,1979.0,1440,1,12108,92.0,270.0,0,4,4,1440,1955,1955,118000
1146,0.0,3.0,3,786,6.0,82,438,2.0,2003.0,1146,3,9590,73.0,442.0,22,5,7,868,2003,2003,187500
1494,0.0,3.0,3,437,2.0,0,481,3.0,1995.0,1494,4,9549,30.0,0.0,30,5,8,1494,1995,1996,270000
1462,0.0,4.0,1,1170,6.0,292,738,3.0,2004.0,2224,4,8834,74.0,216.0,0,5,9,1462,2004,2005,350000
820,523.0,3.0,1,0,1.0,731,186,1.0,1921.0,1343,2,7681,54.0,0.0,0,6,5,731,1921,1950,154900
1210,1242.0,4.0,1,281,4.0,747,683,3.0,1998.0,2452,3,16226,66.0,0.0,50,5,8,1028,1998,1999,267000
1127,850.0,4.0,1,442,3.0,374,540,2.0,1964.0,1977,2,9500,100.0,272.0,52,6,6,816,1964,1978,165000
1064,703.0,2.0,1,495,6.0,354,504,2.0,1987.0,1767,3,5306,44.0,0.0,35,7,7,1064,1987,1987,239000
1324,0.0,2.0,1,863,6.0,461,550,3.0,2006.0,1324,3,6240,48.0,176.0,38,5,8,1324,2006,2006,254000
912,546.0,3.0,1,0,1.0,912,330,1.0,1948.0,1458,2,17503,78.0,0.0,0,5,6,912,1948,1950,97500
1314,0.0,3.0,1,24,6.0,1290,440,2.0,2006.0,1314,3,9317,78.0,0.0,22,5,6,1314,2006,2006,176432
1575,0.0,3.0,1,430,6.0,1145,529,2.0,1992.0,1575,3,8012,50.0,0.0,0,5,6,1575,1992,1992,179200
1620,0.0,2.0,4,1022,6.0,598,912,3.0,2008.0,1620,4,12898,89.0,70.0,0,5,9,1620,2007,2008,315500
1104,684.0,5.0,3,0,1.0,1104,304,1.0,1957.0,1788,2,11250,69.0,0.0,0,5,4,1104,1957,1989,161500
913,0.0,3.0,4,187,2.0,0,240,1.0,1990.0,913,2,8400,70.0,0.0,0,5,6,814,1966,1966,129000
2073,0.0,3.0,1,790,5.0,589,500,1.0,1978.0,2073,2,13175,85.0,119.0,0,6,6,1542,1978,1988,210000
764,677.0,2.0,1,0,1.0,776,492,1.0,1999.0,1441,3,2645,24.0,456.0,0,5,8,776,1999,2000,174000
815,875.0,3.0,1,0,1.0,815,225,2.0,1916.0,1690,2,8850,65.0,0.0,0,6,7,815,1916,1950,144000
1437,0.0,3.0,1,988,3.0,200,576,1.0,1999.0,1437,2,14175,69.0,0.0,0,6,5,1188,1956,1987,168000
2156,0.0,3.0,1,297,4.0,1203,508,2.0,1968.0,2156,2,20781,69.0,0.0,80,7,7,1568,1968,2003,262500
864,0.0,2.0,1,468,3.0,396,0,0.0,1979.0,864,2,5604,67.0,0.0,0,6,5,864,1925,1950,98000
536,576.0,3.0,1,129,3.0,175,336,1.0,1976.0,1112,2,2592,36.0,0.0,0,3,5,536,1976,1976,85000
1122,1121.0,4.0,1,700,5.0,0,746,2.0,1990.0,2243,3,13474,116.0,246.0,44,5,7,700,1990,1991,225000
810,518.0,3.0,1,0,1.0,686,210,1.0,1940.0,1328,2,9906,57.0,0.0,172,4,4,686,1925,1950,107000
968,0.0,4.0,1,0,1.0,656,216,1.0,1928.0,968,2,10800,60.0,0.0,0,6,4,656,1927,2007,64500
698,698.0,3.0,1,0,1.0,698,384,1.0,2003.0,1396,2,8730,60.0,0.0,0,7,6,698,1915,2003,153575
1856,0.0,1.0,3,1445,6.0,411,834,3.0,2010.0,1856,4,11394,88.0,350.0,0,2,9,1856,2010,2010,394432
1610,551.0,3.0,1,1288,6.0,294,789,3.0,2007.0,2161,4,10562,86.0,300.0,120,5,8,1582,2007,2007,325624
1602,0.0,3.0,1,1246,5.0,356,529,3.0,1977.0,1602,3,16635,69.0,126.0,0,7,6,1602,1977,2000,215000
630,672.0,3.0,1,0,1.0,630,280,1.0,1991.0,1302,2,1680,21.0,142.0,0,5,5,630,1971,1971,112000
807,702.0,3.0,1,457,6.0,326,393,3.0,2002.0,1509,3,7861,69.0,0.0,75,5,6,783,2002,2003,183200
912,0.0,2.0,1,737,5.0,175,352,2.0,1962.0,912,2,12968,69.0,0.0,0,6,5,912,1962,1962,144000
1004,0.0,3.0,1,399,5.0,605,420,2.0,1950.0,1664,2,5000,50.0,0.0,24,7,6,1004,1947,1950,159000
1390,304.0,4.0,1,423,3.0,758,576,1.0,1925.0,1694,2,8400,60.0,0.0,0,5,6,1181,1925,1950,136500
747,0.0,2.0,1,0,1.0,747,220,1.0,1945.0,747,2,4608,47.0,0.0,0,6,4,747,1945,1950,80000
1040,0.0,2.0,0,0,4.0,0,420,1.0,1950.0,1040,2,7200,60.0,0.0,29,5,4,0,1950,1950,109900
831,829.0,3.0,1,0,1.0,831,493,2.0,2002.0,1660,3,8935,68.0,95.0,68,5,7,831,2002,2002,195000
1026,665.0,3.0,1,218,2.0,808,308,1.0,1924.0,1691,3,5000,50.0,0.0,0,6,5,1026,1924,1950,127000
864,0.0,3.0,1,398,5.0,317,720,2.0,1980.0,864,3,7200,60.0,0.0,0,8,5,864,1950,2002,129000
752,0.0,2.0,1,623,5.0,0,264,1.0,1984.0,752,2,7175,50.0,0.0,0,5,6,744,1984,1984,125000
963,829.0,3.0,1,361,6.0,602,564,2.0,2001.0,1792,3,12435,80.0,172.0,96,5,7,963,2001,2001,231500
764,862.0,2.0,1,0,1.0,764,474,2.0,2003.0,1626,3,2628,36.0,106.0,27,5,7,764,2003,2003,175500
1484,0.0,3.0,3,428,6.0,1048,472,2.0,2006.0,1484,4,9037,64.0,32.0,33,5,8,1476,2006,2006,265900
1675,1818.0,3.0,1,0,1.0,1470,870,1.0,2003.0,3493,3,18386,87.0,0.0,0,9,7,1470,1880,2002,295000
1652,0.0,2.0,1,1572,6.0,80,840,3.0,2006.0,1652,4,13173,108.0,300.0,102,5,9,1652,2006,2007,325000
1276,0.0,3.0,1,0,1.0,1276,350,1.0,1958.0,1276,2,9571,68.0,0.0,0,3,5,1276,1958,1958,60000
1112,0.0,3.0,1,120,4.0,736,271,1.0,1950.0,1668,2,9600,80.0,0.0,0,8,6,856,1950,2005,140000
720,472.0,4.0,1,0,1.0,720,0,0.0,1979.0,1192,2,10800,60.0,0.0,0,4,4,720,1949,1950,135000
884,0.0,2.0,3,747,5.0,0,504,2.0,1983.0,884,3,9180,69.0,0.0,0,7,5,840,1983,1983,144000
1180,0.0,3.0,4,1065,6.0,92,454,2.0,1988.0,2062,2,14364,69.0,128.0,55,5,7,1157,1988,1989,277000
827,0.0,2.0,0,0,0.0,0,392,2.0,1967.0,827,2,7200,60.0,0.0,0,7,5,0,1955,2007,107500
1136,883.0,3.0,1,0,1.0,728,532,1.0,1997.0,2019,3,11414,60.0,0.0,135,8,7,728,1910,1993,167500
616,688.0,3.0,2,0,1.0,264,336,3.0,1976.0,1304,2,2665,69.0,0.0,24,6,5,264,1976,1976,115000
684,684.0,3.0,1,0,1.0,684,216,1.0,1930.0,1368,2,3600,60.0,0.0,158,7,6,684,1910,1993,114504
840,765.0,3.0,1,0,1.0,840,379,1.0,1915.0,1605,2,5790,60.0,0.0,0,6,3,840,1915,1950,107400
2020,0.0,3.0,1,1436,6.0,570,900,3.0,2009.0,2020,4,12220,94.0,305.0,54,5,10,2006,2009,2009,402861
625,625.0,2.0,1,0,1.0,625,528,2.0,2006.0,1250,3,4251,35.0,0.0,54,5,7,625,2006,2007,164700
1624,0.0,2.0,1,1456,6.0,168,757,2.0,1994.0,1624,3,12461,89.0,0.0,114,5,8,1624,1994,1995,262000
845,0.0,2.0,1,565,5.0,280,360,1.0,1987.0,845,2,7599,69.0,0.0,0,6,4,845,1982,2006,129500
1389,0.0,2.0,3,1071,5.0,195,418,2.0,1975.0,1389,2,10010,77.0,0.0,38,5,5,1389,1974,1975,170000
968,0.0,2.0,1,0,1.0,968,480,1.0,1935.0,968,2,8520,60.0,0.0,0,6,5,968,1923,2006,100000
546,546.0,3.0,1,0,1.0,546,286,1.0,1970.0,1092,2,2001,21.0,80.0,0,5,4,546,1970,1970,75000
848,0.0,1.0,3,685,6.0,163,420,3.0,2003.0,848,3,4435,69.0,170.0,0,5,6,848,2003,2004,144000
1269,0.0,3.0,1,374,4.0,363,308,1.0,1964.0,1269,2,7931,70.0,0.0,0,6,5,1269,1960,1960,155000
1092,0.0,3.0,1,170,2.0,252,288,1.0,1962.0,1092,2,11616,69.0,116.0,20,5,5,1092,1962,1962,139000
1468,795.0,3.0,1,795,5.0,0,539,3.0,1977.0,2263,3,16659,69.0,34.0,250,7,7,795,1977,1994,235000
952,0.0,2.0,1,228,5.0,724,283,1.0,1956.0,952,2,8475,69.0,0.0,0,7,4,952,1956,1956,135750
736,716.0,2.0,1,0,1.0,736,0,0.0,1979.0,1452,2,4456,33.0,0.0,0,5,4,736,1920,2008,113000
1039,0.0,3.0,2,841,4.0,198,504,1.0,1965.0,1039,2,11625,75.0,0.0,0,4,5,1039,1965,1965,131500
1204,0.0,2.0,1,866,6.0,338,412,2.0,1998.0,1204,2,4500,32.0,320.0,247,5,6,1204,1998,1998,162000
1117,0.0,3.0,3,422,5.0,480,672,2.0,1976.0,1117,2,7819,94.0,0.0,0,5,6,1029,1976,1976,107000
2196,0.0,3.0,2,485,5.0,1496,701,2.0,1990.0,2196,3,14684,90.0,234.0,70,7,7,2158,1990,1991,271900
985,0.0,3.0,3,595,6.0,390,328,1.0,1977.0,985,2,8385,65.0,220.0,0,8,5,985,1977,1977,149900
1629,0.0,3.0,1,1124,6.0,1603,880,2.0,2003.0,1629,3,10655,85.0,296.0,0,5,8,3206,2003,2004,284000
877,600.0,3.0,1,0,1.0,861,216,1.0,1928.0,1477,2,6292,52.0,0.0,50,7,7,861,1928,1950,145000
980,0.0,3.0,1,560,4.0,420,484,1.0,1986.0,980,2,7064,71.0,153.0,0,6,5,980,1977,1977,135000
1166,1129.0,4.0,1,728,6.0,367,590,2.0,1992.0,2295,3,13346,69.0,0.0,40,5,7,1095,1992,2000,268000
900,602.0,3.0,1,0,1.0,602,180,1.0,1923.0,1502,3,10592,55.0,0.0,0,7,6,602,1923,1996,165000
1575,626.0,4.0,3,0,4.0,697,432,1.0,1966.0,2201,3,19690,69.0,0.0,236,7,6,697,1966,1966,274970
1050,1028.0,3.0,1,789,6.0,245,836,3.0,2008.0,2078,4,10800,85.0,100.0,102,5,8,1034,2007,2008,339750
800,0.0,1.0,1,0,1.0,264,0,0.0,1979.0,800,1,6120,51.0,0.0,0,3,2,264,1936,1950,60000
1578,0.0,3.0,1,0,1.0,1573,840,2.0,2008.0,1578,4,9262,78.0,194.0,36,5,8,1573,2008,2009,287090
1932,0.0,2.0,3,1336,6.0,596,774,3.0,2008.0,1932,4,12444,96.0,426.0,66,5,8,1932,2008,2008,394617
1507,0.0,4.0,1,666,5.0,409,404,1.0,1960.0,1507,2,7910,70.0,0.0,0,5,5,1075,1960,1960,127000
900,0.0,3.0,1,450,4.0,432,280,1.0,1970.0,900,2,9819,69.0,31.0,0,5,5,882,1967,1967,122000
1718,0.0,3.0,4,1172,6.0,528,786,3.0,2008.0,1718,4,12456,96.0,230.0,48,5,10,1700,2006,2007,337500
1089,661.0,3.0,1,0,1.0,636,240,1.0,1937.0,1750,4,9000,50.0,0.0,0,6,5,636,1880,1991,124000
1383,1015.0,3.0,1,719,4.0,660,834,3.0,1996.0,2398,3,11787,95.0,594.0,60,5,7,1379,1996,1997,315750
774,1194.0,4.0,1,0,4.0,774,680,3.0,2009.0,1968,4,12003,92.0,84.0,75,5,8,774,2009,2010,269500
1536,0.0,3.0,3,810,6.0,726,532,2.0,2002.0,1536,3,9135,70.0,113.0,74,5,7,1536,2002,2003,214000
864,0.0,2.0,1,203,3.0,661,200,1.0,1938.0,864,2,8212,45.0,0.0,0,3,3,864,1914,1950,58500
3228,0.0,3.0,1,1231,6.0,1969,546,2.0,1992.0,3228,3,12692,69.0,0.0,75,5,8,3200,1992,1993,430000
1518,631.0,1.0,1,1351,6.0,83,670,2.0,2003.0,2149,3,12822,48.0,0.0,43,5,7,1434,2003,2003,239686
1320,1320.0,4.0,1,0,1.0,1240,864,1.0,1950.0,2640,3,11700,65.0,0.0,0,7,7,1240,1880,2003,265979
1682,0.0,3.0,1,0,1.0,1304,530,1.0,1970.0,1682,2,10400,80.0,288.0,0,6,7,1304,1970,1970,174000
1038,1060.0,3.0,2,0,1.0,1030,878,2.0,2005.0,2098,4,10240,80.0,178.0,52,5,8,1030,2005,2005,275500
864,0.0,3.0,1,553,3.0,0,360,1.0,1965.0,864,2,8281,60.0,0.0,0,5,5,864,1965,1965,62383
1168,800.0,3.0,3,562,4.0,29,530,2.0,1969.0,1968,2,11075,69.0,232.0,189,4,5,784,1969,1969,172000
1097,0.0,3.0,1,338,6.0,702,480,1.0,1986.0,1097,2,9672,81.0,0.0,0,5,6,1040,1984,1985,152000
684,512.0,3.0,2,0,1.0,684,528,1.0,2005.0,1196,3,12354,67.0,0.0,46,8,6,684,1920,2000,110000
1252,668.0,4.0,1,57,5.0,554,451,1.0,1958.0,1920,3,13650,69.0,0.0,0,5,5,1052,1958,1958,172500
1728,0.0,6.0,1,231,2.0,1497,576,1.0,1987.0,1728,2,13101,74.0,108.0,0,5,5,1728,1965,1965,142600
1128,903.0,3.0,1,804,6.0,324,577,2.0,2002.0,2031,3,9473,75.0,0.0,211,5,8,1128,2002,2002,237000
1196,0.0,2.0,1,616,2.0,580,297,2.0,1956.0,1196,2,9000,72.0,74.0,44,5,6,1196,1956,1956,139000
803,0.0,2.0,3,116,4.0,604,360,1.0,1941.0,803,2,5000,50.0,0.0,0,6,5,720,1941,1950,87000
780,840.0,4.0,1,493,3.0,0,462,3.0,1969.0,1620,2,10793,80.0,263.0,0,5,5,780,1969,1969,152000
2097,0.0,1.0,2,1721,4.0,356,1134,3.0,2005.0,2097,4,20896,49.0,0.0,267,5,8,2077,2005,2006,423000
1869,0.0,2.0,1,0,1.0,1869,617,2.0,2007.0,1869,4,7820,68.0,362.0,54,5,9,1869,2007,2007,318061
956,930.0,3.0,1,0,1.0,930,431,3.0,1998.0,1886,3,11214,69.0,0.0,0,5,7,930,1998,1999,199900
480,0.0,3.0,3,50,4.0,430,308,2.0,1958.0,480,2,9000,50.0,0.0,0,3,2,480,1949,1950,35311
1296,0.0,2.0,0,0,0.0,0,516,1.0,1967.0,1296,2,10791,72.0,0.0,0,5,4,0,1967,1967,90000
816,0.0,2.0,2,690,5.0,126,288,1.0,1958.0,816,2,8877,67.0,0.0,0,6,4,816,1938,1958,100000
1601,0.0,3.0,1,704,5.0,567,478,2.0,1978.0,1601,2,11880,82.0,206.0,0,5,7,1271,1978,1978,157000
962,830.0,3.0,1,0,1.0,936,451,3.0,2000.0,1792,2,10261,93.0,318.0,0,5,6,936,2000,2000,186500
1352,1168.0,5.0,1,1012,6.0,326,796,2.0,1993.0,2520,3,14541,69.0,0.0,55,7,8,1338,1993,1993,310000
1144,0.0,3.0,3,748,4.0,102,796,2.0,1959.0,1144,2,8163,70.0,128.0,0,6,5,1144,1959,1959,143000
990,1611.0,4.0,1,0,1.0,612,621,2.0,1998.0,2601,2,9842,51.0,0.0,0,6,5,612,1921,1998,189000
972,605.0,3.0,1,0,1.0,972,312,1.0,1939.0,1577,1,6435,65.0,0.0,0,5,6,972,1939,1950,140200
970,0.0,2.0,1,630,6.0,340,624,1.0,1996.0,970,2,8480,80.0,0.0,24,6,5,970,1963,1963,132500
2036,0.0,3.0,4,1236,5.0,80,513,2.0,1965.0,2036,2,215245,150.0,0.0,0,5,7,2136,1965,1965,375000
1026,0.0,3.0,1,439,6.0,115,440,2.0,1969.0,1026,3,7930,61.0,0.0,48,8,6,1026,1969,2005,156000
698,0.0,2.0,1,0,1.0,698,0,0.0,1979.0,698,2,9405,50.0,0.0,200,9,5,698,1947,2008,118000
1533,0.0,2.0,4,655,5.0,878,576,1.0,1975.0,1533,3,70761,62.0,0.0,54,5,7,1533,1975,1975,280000
854,0.0,2.0,1,360,3.0,360,660,2.0,1991.0,1382,2,12358,69.0,0.0,0,6,5,720,1941,1950,128500
1391,0.0,2.0,2,16,4.0,1375,530,2.0,2004.0,1391,3,4282,59.0,0.0,158,5,7,1391,2004,2004,196000
1078,0.0,2.0,2,49,4.0,0,240,1.0,1950.0,1078,3,9717,68.0,0.0,0,6,5,1078,1950,1996,142125
1296,0.0,2.0,1,1005,6.0,262,471,3.0,2001.0,1296,3,6853,69.0,136.0,25,5,8,1267,2001,2002,220000
1442,0.0,4.0,1,608,3.0,834,301,2.0,1958.0,1442,2,9750,75.0,243.0,0,6,6,1442,1958,1958,157900
1024,940.0,4.0,3,0,1.0,940,0,0.0,1979.0,1964,2,8525,55.0,0.0,192,6,5,940,1911,1950,130000
1502,0.0,3.0,1,0,1.0,1502,644,2.0,2009.0,1502,3,9541,79.0,268.0,114,5,7,1502,2009,2009,233170
1392,0.0,3.0,1,1040,3.0,352,458,2.0,1957.0,1392,2,11900,80.0,387.0,0,5,6,1392,1957,1957,166000
1768,0.0,4.0,1,0,1.0,1768,0,0.0,1979.0,1768,2,10778,72.0,0.0,0,5,4,1768,1968,1968,136500
1582,0.0,4.0,3,812,3.0,812,390,1.0,1964.0,1582,2,36500,69.0,621.0,198,5,5,1624,1964,1964,190000
958,0.0,2.0,2,498,4.0,460,301,2.0,1960.0,958,2,12772,69.0,0.0,0,8,6,958,1960,1998,151500
894,0.0,2.0,3,777,3.0,117,600,2.0,1985.0,894,2,7200,60.0,0.0,0,5,5,894,1972,1972,123000
1224,0.0,2.0,1,883,6.0,341,402,3.0,1999.0,1224,2,4500,69.0,425.0,304,5,6,1224,1999,1999,165000
1742,590.0,3.0,3,1280,6.0,402,846,3.0,2008.0,2332,4,12474,96.0,272.0,134,5,10,1682,2007,2008,426000
1269,0.0,2.0,1,24,6.0,1232,430,3.0,2004.0,1269,3,3182,43.0,16.0,20,5,8,1256,2004,2005,192000
1776,0.0,3.0,4,80,6.0,1652,712,3.0,2006.0,1776,3,15306,93.0,100.0,0,5,8,1732,2006,2007,283463
728,728.0,3.0,1,0,1.0,728,390,3.0,2005.0,1456,3,8461,65.0,0.0,24,5,6,728,2005,2006,163990
1194,0.0,3.0,2,655,5.0,0,539,3.0,1954.0,1194,2,8910,79.0,0.0,0,6,6,655,1959,1959,159500
1008,0.0,2.0,1,643,4.0,365,240,1.0,1953.0,1008,3,8923,66.0,0.0,18,7,5,1008,1953,2006,134500
1555,0.0,2.0,3,16,6.0,1357,430,3.0,2005.0,1555,3,3182,43.0,16.0,20,5,7,1373,2005,2006,192500
892,892.0,4.0,2,0,1.0,747,180,1.0,1914.0,1784,2,13132,96.0,0.0,40,5,5,747,1914,1950,138887
1108,0.0,3.0,1,0,1.0,637,280,1.0,1930.0,1108,3,7449,57.0,0.0,0,7,7,637,1930,1950,139400
754,640.0,3.0,1,0,4.0,384,400,3.0,2007.0,1394,3,9735,73.0,0.0,0,5,5,384,2006,2007,167500
980,734.0,3.0,1,394,4.0,586,496,1.0,1988.0,1714,2,10421,80.0,42.0,66,5,7,980,1988,1988,196500
882,0.0,3.0,0,0,0.0,0,294,2.0,1959.0,882,2,8339,69.0,0.0,0,7,5,0,1959,1959,106500
1306,0.0,3.0,1,0,1.0,728,0,0.0,1979.0,1306,1,5350,55.0,0.0,0,2,3,728,1940,1966,76500
626,591.0,3.0,1,0,4.0,626,288,2.0,1980.0,1217,2,10762,75.0,0.0,28,6,6,626,1980,1980,120000
990,0.0,3.0,1,495,6.0,495,299,1.0,1996.0,990,2,8775,65.0,0.0,64,5,5,990,1994,1994,126000
1132,1320.0,4.0,3,0,1.0,1117,691,2.0,2004.0,2452,3,13418,108.0,132.0,32,5,8,1117,2004,2005,309000
848,0.0,1.0,3,685,6.0,163,420,2.0,2003.0,848,3,4435,69.0,170.0,0,5,6,848,2003,2003,140000
697,672.0,3.0,1,551,4.0,121,300,2.0,1930.0,1369,2,6629,54.0,0.0,0,6,6,672,1925,1950,103600
1218,0.0,2.0,1,27,6.0,1191,676,3.0,2009.0,1218,3,7862,75.0,0.0,102,5,6,1218,2009,2009,208300
1423,748.0,3.0,1,0,1.0,588,672,3.0,1993.0,2555,2,11526,79.0,0.0,0,7,6,588,1922,1994,191000
1247,0.0,1.0,1,1039,6.0,208,550,3.0,2005.0,1247,3,3316,37.0,0.0,84,5,8,1247,2005,2005,197000
1542,1330.0,4.0,1,896,5.0,434,619,3.0,1977.0,2872,2,12227,69.0,424.0,282,7,6,1330,1977,1995,272000
1652,0.0,2.0,4,1480,6.0,120,482,2.0,2008.0,1652,3,5587,64.0,186.0,53,5,8,1600,2008,2008,392500
1844,0.0,3.0,1,705,4.0,1139,546,2.0,1977.0,1844,2,11751,105.0,480.0,122,6,6,1844,1977,1977,190000
1113,858.0,3.0,2,341,6.0,772,689,2.0,2005.0,1971,3,9675,75.0,0.0,48,5,7,1113,2005,2005,253000
1007,793.0,3.0,1,0,1.0,982,463,3.0,2000.0,1800,2,8123,60.0,16.0,63,5,6,982,2000,2000,179000
1062,887.0,3.0,1,750,6.0,300,574,3.0,1993.0,1949,3,9938,80.0,246.0,90,5,7,1050,1993,1994,236000
630,0.0,1.0,3,150,2.0,0,0,0.0,1979.0,630,2,1491,21.0,0.0,24,6,4,630,1972,1972,75500
1494,0.0,3.0,2,922,6.0,572,530,2.0,2002.0,1494,3,12803,88.0,99.0,36,5,7,1494,2002,2002,221000
600,0.0,3.0,1,0,1.0,600,0,0.0,1979.0,968,2,5925,50.0,0.0,0,6,3,600,1910,1950,37900
1274,0.0,3.0,1,925,6.0,349,508,2.0,2005.0,1274,3,8814,68.0,80.0,98,5,7,1274,2005,2007,203000
